experience_minimum,experience_maximum,role_automation engineer/developer/architect,role_back end developer,role_bfsi trading and investments,role_business development,role_customer service/support,role_data engineer,role_design engineer,role_devops engineer/consultant,role_digital/seo marketing,role_field sales,role_front end developer,role_full stack developer,role_graphic designer,role_human resources,role_it infrastructure services,role_it security,role_medical biller/coder,role_mobile/app developer,role_recruiter,role_relationship manager,role_software developer,role_tech lead,role_tech support,role_technical architect,role_technical/functional consultant
0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
